phen tissue Enrich_G SE_G p_G padj_G lgpval_G cat_tiss sig_G Enrich_GxE SE_GxE p_GxE padj_GxE lgpval_GxE sig_GxE
glucose Prostate -0.059881 1.36187 0.51753571731286 0.63789286087399 0.286059672351039 Other 1 6.51423 4.29094 0.0644900730391768 0.802306781569088 1.1905071311958 1
glucose Skin_Not_Sun_Exposed_(Suprapubic) -0.755362 1.4494 0.698870586669811 0.823114246522222 0.15560323727092 Other 1 -5.06825 3.64038 0.91807377554304 0.97182566929626 0.0371224179013256 1
glucose Skin_Sun_Exposed_(Lower_leg) -2.40819 1.23214 0.974677617851883 0.974726589416349 0.0111390068039582 Other 1 -1.93229 3.91399 0.689236738805249 0.97182566929626 0.161631581144 1
glucose Uterus 3.78794 2.4393 0.0602259118587862 0.398996666064458 1.2202166157839 Other 1 -0.597518 4.47966 0.553055418256343 0.97182566929626 0.257231348555986 1
glucose Vagina 0.484832 2.3529 0.418373113025544 0.57382322122155 0.378436233413831 Other 1 -1.76647 3.57121 0.689573530096336 0.97182566929626 0.161419417649893 1
hba1c Adipose_Subcutaneous 2.16958 1.18286 0.0333135238707977 0.154453610673698 1.47737942564873 Adipose 2 -3.32186 2.61068 0.898386575579724 0.97874290782448 0.0465367462782193 1
hba1c Adipose_Visceral_(Omentum) 0.396929 0.967384 0.340788645223975 0.54313190332571 0.467514883972015 Adipose 1 0.617582 2.67811 0.408811357328787 0.97874290782448 0.388477047421519 1
hba1c Cells_EBV-transformed_lymphocytes 0.374684 1.34435 0.3902336334322 0.582180366391217 0.408675302382484 Blood/Immune 1 -0.224861 1.97565 0.545308256758058 0.97874290782448 0.26335792641493 1
hba1c Spleen 2.72711 1.64991 0.0491772271757649 0.167202572397601 1.30823596230356 Blood/Immune 2 -3.37482 1.93343 0.959551870416157 0.97874290782448 0.017931543673034 1
hba1c Whole_Blood 1.68462 1.41349 0.116666700033028 0.297500085084221 0.933053086162319 Blood/Immune 1 1.84317 2.9044 0.262840423409931 0.97874290782448 0.580307841875493 1
hba1c Brain_Amygdala -0.490891 1.18635 0.660483339824146 0.687441843490438 0.180138132650051 Brain 1 -2.62585 1.88647 0.918029471143714 0.97874290782448 0.0371433765878152 1
hba1c Brain_Anterior_cingulate_cortex_(BA24) -0.0491343 1.11101 0.517637430725342 0.613942068999825 0.285974327065562 Brain 1 -1.05329 1.83393 0.717129401063215 0.97874290782448 0.144402471811816 1
hba1c Brain_Caudate_(basal_ganglia) 0.00334152 1.1336 0.498824036981032 0.613942068999825 0.302052627212936 Brain 1 -1.2059 2.18714 0.709306305665634 0.97874290782448 0.149166179297646 1
hba1c Brain_Cerebellar_Hemisphere 0.225036 1.28581 0.430533934951094 0.593438667094752 0.365992611501455 Brain 1 -2.74789 2.12455 0.90206338331112 0.97874290782448 0.0447629457672037 1
hba1c Brain_Cerebellum 0.398366 1.32603 0.381928385641468 0.582180366391217 0.418018062838169 Brain 1 -3.55629 2.17532 0.948958214331432 0.97874290782448 0.0227529105282576 1
hba1c Brain_Cortex 0.165288 1.14832 0.442774330564031 0.5942497594412 0.353817564888028 Brain 1 -1.71409 2.02683 0.801139920389481 0.97874290782448 0.0962916270540257 1
hba1c Brain_Frontal_Cortex_(BA9) 0.282415 1.10947 0.3995355455626 0.582180366391217 0.398444576662959 Brain 1 -0.988483 1.93309 0.695446534582528 0.97874290782448 0.157736252628536 1
hba1c Brain_Hippocampus -0.328684 1.10965 0.61646327657308 0.668928236281427 0.210092789719835 Brain 1 -0.767633 1.78175 0.666704343982298 0.97874290782448 0.176066715173828 1
hba1c Brain_Hypothalamus -0.410228 1.14761 0.639627352714704 0.679604062259373 0.194072972569548 Brain 1 -1.90279 1.94982 0.835437989449414 0.97874290782448 0.0780857801684209 1
hba1c Brain_Nucleus_accumbens_(basal_ganglia) -0.261763 1.09699 0.594299605907787 0.658897389158633 0.225994557731241 Brain 1 -1.50923 1.90812 0.785513795467794 0.97874290782448 0.104846183325565 1
hba1c Brain_Putamen_(basal_ganglia) -0.00199559 1.12235 0.5007093373777 0.613942068999825 0.300414309671993 Brain 1 -0.658342 2.0656 0.62502946910381 0.97874290782448 0.204099505907992 1
hba1c Brain_Spinal_cord_(cervical_c-1) -0.882328 0.772932 0.873176071798608 0.89063959323458 0.0588981740488041 Brain 1 -3.29272 2.14636 0.937496850130362 0.97874290782448 0.0280301827717642 1
hba1c Brain_Substantia_nigra -0.199061 1.12508 0.570218521032798 0.646247657170504 0.24395868065737 Brain 1 0.262903 1.99 0.447447828393524 0.97874290782448 0.349257595346247 1
hba1c Artery_Aorta 2.58644 1.32581 0.025538183675021 0.135366245428565 1.59280999383714 Cardiovascular 2 4.29631 2.57037 0.0473139154747377 0.97874290782448 1.32501111031733 2
hba1c Artery_Coronary 2.64098 1.32516 0.0231333629585061 0.135366245428565 1.6357612280959 Cardiovascular 2 3.36456 2.65256 0.10232401198662 0.97874290782448 0.990022440094183 1
hba1c Artery_Tibial 1.21866 1.22863 0.160626747544451 0.356172353250739 0.794182134376563 Cardiovascular 1 1.84392 2.45457 0.226260387215531 0.97874290782448 0.645391473970993 1
hba1c Heart_Atrial_Appendage 3.54382 1.13277 0.000878639507572551 0.0131307463623408 3.05618927280414 Cardiovascular 4 -1.55592 2.15036 0.76533283502738 0.97874290782448 0.116149653761492 1
hba1c Heart_Left_Ventricle 4.11448 1.1895 0.000271092875402562 0.00691286832276532 3.56688189597175 Cardiovascular 4 0.358455 2.62773 0.445747629123475 0.97874290782448 0.350910958105116 1
hba1c Colon_Sigmoid 0.645884 1.15956 0.288761039544393 0.481229506730253 0.539461403388754 Digestive 1 -2.32303 2.42722 0.830735135067533 0.97874290782448 0.0805374211186497 1
hba1c Colon_Transverse 3.82691 1.44761 0.00410140788371282 0.0418343604138707 2.38706703811629 Digestive 4 4.37001 2.7873 0.058460512958003 0.97874290782448 1.23313737827292 1
hba1c Esophagus_Gastroesophageal_Junction 1.62408 1.49431 0.138553154017866 0.336486231186247 0.858383583508856 Digestive 1 -3.94512 2.52932 0.940591127926117 0.97874290782448 0.0265991220293421 1
hba1c Esophagus_Mucosa 2.66966 1.37004 0.0256716036294408 0.135366245428565 1.59054700138449 Digestive 2 1.87463 2.9927 0.265526006785557 0.97874290782448 0.57589293578658 1
hba1c Esophagus_Muscularis 1.00645 1.47797 0.247945928267202 0.46834230894916 0.605643019236575 Digestive 1 -4.04197 2.32423 0.958987689982788 0.97874290782448 0.0181869676018704 1
hba1c Small_Intestine_Terminal_Ileum 1.47 1.39352 0.145739510669909 0.337850683825699 0.836422692981358 Digestive 1 -1.09224 2.54286 0.666231981295979 0.97874290782448 0.176374523600716 1
hba1c Stomach 4.99165 1.41256 0.000204845373323351 0.00691286832276532 3.68857384065802 Digestive 4 -1.18327 2.80776 0.663278883136177 0.97874290782448 0.17830382915032 1
hba1c Adrenal_Gland 1.11581 1.30241 0.195797849075256 0.399427612113523 0.70819208342092 Endocrine 1 2.48909 2.57894 0.167232313014533 0.97874290782448 0.776679803403949 1
hba1c Pituitary 1.2269 1.74029 0.240405913730042 0.46834230894916 0.619054853355089 Endocrine 1 -3.051 2.50693 0.888202914789441 0.97874290782448 0.0514878059485473 1
hba1c Testis 0.790976 1.29189 0.270181997167174 0.481229506730253 0.568343592365921 Endocrine 1 0.471183 2.20484 0.415388968451455 0.97874290782448 0.381545041272938 1
hba1c Thyroid 2.65918 1.3748 0.0265424010644246 0.135366245428565 1.57605979278041 Endocrine 2 -0.252167 2.64362 0.53799628211749 0.97874290782448 0.269220725563049 1
hba1c Liver 4.56081 1.48007 0.00102986245979143 0.0131307463623408 2.98722077232606 Liver 4 5.4648 2.70045 0.0215024332868056 0.97874290782448 1.66751239109663 2
hba1c Muscle_Skeletal 3.62629 1.54827 0.00958634746582281 0.0814839534594939 2.01834683366317 Musculoskeletal/connective 4 -2.35439 2.40885 0.835812365103107 0.97874290782448 0.0778912081429497 1
hba1c Bladder -0.0225843 1.59894 0.505634690839653 0.613942068999825 0.296163137408835 Other 1 2.14862 1.63737 0.0947198328381988 0.97874290782448 1.02355907706448 1
hba1c Breast_Mammary_Tissue 1.87117 1.11229 0.0462584306679715 0.167202572397601 1.33480910489443 Other 2 0.185746 2.50147 0.470403845614435 0.97874290782448 0.327529136501855 1
hba1c Cells_Transformed_fibroblasts 1.26398 1.37126 0.178325483670682 0.378941652800199 0.748786589372478 Other 1 -0.838306 2.47659 0.632503787485371 0.97874290782448 0.198936869552821 1
hba1c Cervix_Ectocervix 2.13697 1.51383 0.0790292572393139 0.223916228844723 1.10221209978143 Other 1 -0.409631 2.32877 0.569813807543459 0.97874290782448 0.244267031285943 1
hba1c Cervix_Endocervix 0.805616 1.42058 0.285321906264472 0.481229506730253 0.544664883076366 Other 1 -1.03324 2.45702 0.662949262297117 0.97874290782448 0.178519708318568 1
hba1c Fallopian_Tube -1.89313 1.16524 0.947883510460115 0.947883510460115 0.0232450317261786 Other 1 -5.40563 2.28442 0.991016634432864 0.991016634432864 0.00391905572484395 1
hba1c Lung 0.268871 1.2584 0.415405713986315 0.588491428147279 0.381527533954846 Other 1 -2.70568 2.63093 0.848121968427647 0.97874290782448 0.0715416873587493 1
hba1c Minor_Salivary_Gland -0.260884 1.5203 0.56812413073236 0.646247657170504 0.245556763932841 Other 1 -2.09232 2.72631 0.778594454458553 0.97874290782448 0.108688693870652 1
hba1c Nerve_Tibial 1.81699 1.32614 0.0853224795506936 0.229023497741335 1.06893653203723 Other 1 -3.71874 2.65306 0.919494522978003 0.97874290782448 0.0364508533182524 1
hba1c Ovary 2.25414 1.34605 0.0470031119489655 0.167202572397601 1.3278733876489 Other 2 0.720988 2.45637 0.384563247483573 0.97874290782448 0.415032223419869 1
hba1c Prostate 2.50046 1.64273 0.0639873870651705 0.195043854723817 1.19390562395104 Other 1 1.99516 2.95265 0.249609718586149 0.97874290782448 0.602738509349517 1
hba1c Skin_Not_Sun_Exposed_(Suprapubic) 0.875412 1.60314 0.292512053110546 0.481229506730253 0.53385623388419 Other 1 0.505467 2.08525 0.40423467132209 0.97874290782448 0.393366439662625 1
hba1c Skin_Sun_Exposed_(Lower_leg) 2.6626 1.60782 0.0488577556039509 0.167202572397601 1.31106648724402 Other 2 1.74732 2.25122 0.218825544583869 0.97874290782448 0.659901982044867 1
hba1c Uterus 2.41225 1.59331 0.0650146182412725 0.195043854723817 1.18698898323811 Other 1 -2.17727 2.95222 0.769591626308228 0.97874290782448 0.11373966637034 1
hba1c Vagina 0.0533492 1.32789 0.483976438314481 0.613942068999825 0.315175780833033 Other 1 -0.51096 2.24711 0.589937962884131 0.97874290782448 0.229193655804735 1
ldl Adipose_Subcutaneous -6.58519 7.61964 0.806271692023627 0.930492743701399 0.0935185878922625 Adipose 1 -3.5555 3.87423 0.820620077357195 0.868657632461003 0.0858578617551965 1
ldl Adipose_Visceral_(Omentum) 10.8515 8.86396 0.110433285323439 0.299229940802523 0.956900007643348 Adipose 1 6.27945 5.44505 0.124405924532401 0.292353922651143 0.905158936924441 1
ldl Cells_EBV-transformed_lymphocytes 10.2862 8.26252 0.106580054156854 0.299229940802523 0.972324063415648 Blood/Immune 1 5.39119 5.90607 0.180668110907552 0.321561351945919 0.743118496465371 1
ldl Spleen 1.24734 4.71309 0.395637854840107 0.599838037983388 0.402702161560081 Blood/Immune 1 4.1344 2.93713 0.0796199414192158 0.238380730600382 1.09897814628622 1
ldl Brain_Amygdala -5.53583 4.98378 0.866666175645887 0.930492743701399 0.0621481528038549 Brain 1 -1.79024 2.84467 0.735433923045498 0.868657632461003 0.133456341489618 1
ldl Brain_Anterior_cingulate_cortex_(BA24) 7.06706 6.89802 0.152798267643841 0.299229940802523 0.815881569562589 Brain 1 5.23367 4.41786 0.118075594977149 0.292081734943474 0.927839857357092 1
ldl Brain_Caudate_(basal_ganglia) 7.36233 8.28556 0.187116138273041 0.323631134213701 0.727888754131861 Brain 1 5.55895 4.02205 0.0834676485319047 0.238380730600382 1.07848182136162 1
ldl Brain_Cerebellar_Hemisphere -7.40562 5.31809 0.918119590944941 0.937135471125531 0.0371007454820707 Brain 1 -3.52981 3.09485 0.872969958954149 0.881258871733501 0.0590007011797969 1
ldl Brain_Cerebellum -7.78572 5.08484 0.937135471125531 0.937135471125531 0.0281976235097034 Brain 1 -3.98795 3.37589 0.881258871733501 0.881258871733501 0.0548964978864907 1
ldl Brain_Cortex 7.17596 6.98175 0.152018004141335 0.299229940802523 0.818104973659239 Brain 1 3.91924 4.4659 0.190082471435503 0.321561351945919 0.721057930003699 1
ldl Brain_Frontal_Cortex_(BA9) 7.11659 6.82636 0.148586239444056 0.299229940802523 0.828021408679282 Brain 1 3.61712 3.81848 0.171751377284716 0.321561351945919 0.765099771620646 1
ldl Brain_Hippocampus -4.65365 5.07146 0.820589884223278 0.930492743701399 0.0858738410774771 Brain 1 -0.914878 2.8671 0.625172858408328 0.794138495815984 0.20399988493846 1
ldl Brain_Hypothalamus -5.55001 4.90455 0.871099589848118 0.930492743701399 0.0599321907454837 Brain 1 -2.34564 2.44114 0.831693477888194 0.868657632461003 0.0800367042257314 1
ldl Brain_Nucleus_accumbens_(basal_ganglia) 7.16456 8.21013 0.19142726947399 0.323631134213701 0.717996195407129 Brain 1 4.3021 4.93286 0.191568464989058 0.321561351945919 0.717675980687624 1
ldl Brain_Putamen_(basal_ganglia) 7.37094 8.25509 0.185956332213554 0.323631134213701 0.730589028390882 Brain 1 5.42606 3.97692 0.0862228174512021 0.238380730600382 1.06437779007041 1
ldl Brain_Spinal_cord_(cervical_c-1) -6.19106 5.0197 0.891277877650177 0.930890227767963 0.049986872937785 Brain 1 -2.88799 3.47395 0.797105664611066 0.868657632461003 0.0984841045564398 1
ldl Brain_Substantia_nigra 7.01534 8.08574 0.192801526765609 0.323631134213701 0.714889531308427 Brain 1 4.83462 4.72164 0.152934612010864 0.312518554978721 0.815494214363967 1
ldl Artery_Aorta 11.2325 6.78337 0.0488722657672622 0.299229940802523 1.31093752617729 Cardiovascular 2 9.85159 3.73958 0.00421417211260948 0.198066089292646 2.37528773117924 2
ldl Artery_Coronary 10.4888 7.09424 0.0696376364598127 0.299229940802523 1.15715597750129 Cardiovascular 1 6.71704 4.3289 0.0603701670841537 0.218261373304248 1.21917762216499 1
ldl Artery_Tibial 9.95362 6.54346 0.0641104130266159 0.299229940802523 1.19307142519703 Cardiovascular 1 7.85175 3.75574 0.0182819684052876 0.20136349594611 1.73797704593635 2
ldl Heart_Atrial_Appendage -5.18777 5.3537 0.833729022341558 0.930492743701399 0.0789750803268719 Cardiovascular 1 -2.26921 2.56626 0.811718795283947 0.868657632461003 0.0905943978623882 1
ldl Heart_Left_Ventricle 7.28465 10.3729 0.241253189712011 0.377963330548817 0.617526935952388 Cardiovascular 1 4.4515 6.45583 0.24524433826997 0.384216129956286 0.610401009988758 1
ldl Colon_Sigmoid -7.738 7.14827 0.860484721629588 0.930492743701399 0.0652568364007657 Digestive 1 -3.39656 4.79495 0.760639733873366 0.868657632461003 0.118820991899417 1
ldl Esophagus_Mucosa 13.9196 9.24928 0.0661699106657506 0.299229940802523 1.17933945168552 Digestive 1 6.48109 6.22836 0.149035886728611 0.312518554978721 0.826709144127097 1
ldl Stomach 13.1473 8.27905 0.0561408671107852 0.299229940802523 1.25072088385475 Digestive 1 10.0997 5.87669 0.0428432970098105 0.20136349594611 1.36811711538287 2
ldl Adrenal_Gland 12.5212 10.6165 0.119117594975303 0.299229940802523 0.924024083720446 Endocrine 1 10.0605 5.74889 0.0400600198111425 0.20136349594611 1.39728884026791 2
ldl Pituitary -2.35888 6.19369 0.648343510799999 0.930492743701399 0.18819483160356 Endocrine 1 0.272446 2.83087 0.461664550605479 0.657522238741137 0.335673471923823 1
ldl Testis -4.75764 5.48052 0.807330233829071 0.930492743701399 0.0929487832538944 Endocrine 1 0.0694536 3.85071 0.49280483980285 0.661766499163827 0.307325035646086 1
ldl Thyroid 10.5567 9.86948 0.142392758060199 0.299229940802523 0.846512097879439 Endocrine 1 8.95891 4.56235 0.0247846933800535 0.20136349594611 1.60581644953166 2
ldl Liver 18.2094 7.7521 0.00941287590650069 0.147468389201844 2.02627766674247 Liver 2 11.6692 5.79708 0.0220602369283643 0.20136349594611 1.6563898275201 2
ldl Muscle_Skeletal -6.20701 9.0929 0.752577011060144 0.930492743701399 0.123449052189703 Musculoskeletal/connective 1 -4.34575 4.78871 0.817928536563098 0.868657632461003 0.0872846395219527 1
ldl Bladder 2.31581 2.87512 0.21027555047572 0.340791409391684 0.677211221421004 Other 1 3.64967 2.26619 0.0536457682111753 0.210112592160437 1.27046453120076 1
ldl Breast_Mammary_Tissue 10.4427 8.55244 0.111039230095177 0.299229940802523 0.954523558115583 Other 1 6.26869 5.78379 0.139218369802584 0.311583970510545 0.856303455978817 1
ldl Cells_Transformed_fibroblasts -4.37057 7.3007 0.725297118499181 0.930492743701399 0.139484047924151 Other 1 -1.46822 3.45253 0.664676118329603 0.82209940951293 0.177389925053144 1
ldl Cervix_Ectocervix 8.74732 7.08066 0.108344182009354 0.299229940802523 0.965194404963208 Other 1 6.15029 3.47752 0.0384815709153157 0.20136349594611 1.4147472072702 2
ldl Cervix_Endocervix -7.58224 8.65494 0.809501080145474 0.930492743701399 0.0917825674159737 Other 1 0.844397 5.5782 0.439840168530478 0.64601524752914 0.356705111094999 1
ldl Fallopian_Tube -5.53646 5.83293 0.828733698839279 0.930492743701399 0.0815850010592987 Other 1 0.209567 3.73206 0.477609893553852 0.660225441089148 0.320926685498157 1
ldl Kidney_Cortex 11.651 8.86939 0.0944872109988215 0.299229940802523 1.02462696999347 Other 1 4.34523 4.78317 0.181822511246358 0.321561351945919 0.740352348260149 1
ldl Lung 12.9673 7.52935 0.0425135999191637 0.299229940802523 1.37147211877239 Other 2 8.48867 5.17865 0.0505892861508155 0.210112592160437 1.29594144873828 1
ldl Minor_Salivary_Gland 10.1183 9.67016 0.147701450414583 0.299229940802523 0.830615239935465 Other 1 5.57021 4.5716 0.111528834237179 0.291214178285966 0.952612837268816 1
ldl Nerve_Tibial -5.57136 6.35783 0.80956624268389 0.930492743701399 0.0917476093503302 Other 1 -0.218804 4.7754 0.518272738158448 0.676633852595752 0.285441635032238 1
ldl Ovary 10.2784 7.06082 0.0727384836002544 0.299229940802523 1.13823575704686 Other 1 7.78247 4.15909 0.0306590023381951 0.20136349594611 1.51344198144727 2
ldl Pancreas 14.2112 10.183 0.0814203732102325 0.299229940802523 1.08926691125688 Other 1 8.09195 5.87475 0.0841924826109081 0.238380730600382 1.07472668411019 1
