0.1	0.1	0.1	0.1	0.05	0.05	0.05	0.05	0.01	0.01	0.01	0.01	0.005	0.005	0.005	0.005
30k	50k	100k	300k	30k	50k	100k	300k	30k	50k	100k	300k	30k	50k	100k	300k
0.0299253	0.0193693	0.0119889	0.00412371	0.0233242	0.0154997	0.00841457	0.00284272	0.0204602	0.00924832	0.00542373	0.00202493	0.0197822	0.012079	0.00486098	0.00203165
0.0261422	0.0154328	0.0106468	0.00462362	0.0253499	0.0133066	0.00927288	0.00286301	0.0196844	0.0126294	0.00568278	0.00199139	0.0181306	0.0110964	0.00530819	0.00186585
0.0334355	0.0195832	0.0102682	0.00358458	0.0259568	0.0146741	0.00750309	0.00269177	0.0179541	0.0109567	0.00559349	0.00223012	0.0178989	0.0107855	0.00573687	0.00192875
0.0326442	0.0155187	0.00924423	0.00492066	0.0254782	0.0142788	0.00732533	0.00286161	0.0159144	0.0095038	0.00526158	0.00202948	0.0195163	0.0103467	0.00469308	0.00185188
0.02767	0.018206	0.00913914	0.00436789	0.0228472	0.0156752	0.00842599	0.00311102	0.0189954	0.0103165	0.00534035	0.00211941	0.0156431	0.0106349	0.00495298	0.00209038
0.0259846	0.0175453	0.008567	0.00400918	0.0252701	0.0157918	0.00789486	0.0027221	0.0201965	0.0103581	0.00543743	0.00215399	0.0191651	0.0110443	0.00478878	0.00192759
0.0284956	0.015092	0.0100369	0.00492998	0.0208217	0.0132439	0.0069575	0.00284616	0.0179171	0.0116337	0.00496527	0.00236649	0.0168643	0.0100624	0.00576221	0.00186984
0.0376049	0.0162779	0.0106151	0.00417712	0.0283491	0.0139933	0.00604101	0.00275644	0.0175893	0.010581	0.00549742	0.00206932	0.0182239	0.0114141	0.00584639	0.00197865
0.0257964	0.0160796	0.00976207	0.00387473	0.0284223	0.0127522	0.00745186	0.00310003	0.017564	0.0118535	0.0057345	0.00199886	0.0159136	0.0110699	0.00596076	0.00200558
0.0308245	0.0158576	0.00967189	0.00472204	0.0245432	0.0160532	0.00662097	0.00359102	0.0192025	0.0107848	0.00542043	0.00202754	0.0189547	0.0103441	0.00574235	0.00172031
0.0278852	0.0211482	0.00989273	0.00468252	0.0227949	0.0131341	0.0070268	0.00283919	0.0187711	0.0108055	0.00577385	0.00200127	0.0206286	0.0110282	0.00668791	0.00183763
