missing.prop	h2g	h2g.se	h2gxe	h2gxe.se
0.0	0.25737704	0.015385338674153391	0.094570302	0.021594312009776927
0.05	0.25775325	0.015381626768567101	0.09406817699999999	0.022508274932645792
0.1	0.25817608	0.015396943676379414	0.074632019	0.02190412487649618
0.2	0.25919306000000003	0.015389027056198192	0.060711596199999995	0.02137294441117998
0.4	0.25730331	0.015379811321791304	0.10154776799999998	0.022206963848900554
