0.1	0.1	0.1	0.1	0.05	0.05	0.05	0.05	0.01	0.01	0.01	0.01	0.005	0.005	0.005	0.005
30k	50k	100k	300k	30k	50k	100k	300k	30k	50k	100k	300k	30k	50k	100k	300k
0.0240403	0.0137318	0.00713205	0.00352993	0.021205	0.0127636	0.00641901	0.00268689	0.0179728	0.0107426	0.00523931	0.00179587	0.0187885	0.0091315	0.00504994	0.00177743
0.0264682	0.0132957	0.0067738	0.00545621	0.0224271	0.0120784	0.00612111	0.00300004	0.0176345	0.0104505	0.00619498	0.00198184	0.0165086	0.00975165	0.00534173	0.00208749
0.0232341	0.0134329	0.00846145	0.00354903	0.0210731	0.0142644	0.00627473	0.00291104	0.0167665	0.010449	0.00574447	0.00209985	0.0206723	0.00939047	0.00502294	0.00179856
0.0276437	0.0140078	0.00986317	0.00363668	0.0166221	0.0114308	0.00672398	0.00251178	0.0181873	0.00957456	0.00527594	0.0019189	0.0154546	0.0102874	0.00533165	0.00168741
0.0248259	0.0158516	0.0083635	0.00506588	0.0226343	0.0121681	0.00785151	0.00257155	0.0170188	0.00827073	0.00516257	0.00198846	0.0179417	0.0108214	0.00592621	0.00185929
0.0259471	0.0130981	0.00793339	0.00344065	0.0223472	0.014307	0.00674526	0.00275957	0.0204512	0.011362	0.00571548	0.00183997	0.0170891	0.0106105	0.00519347	0.00191317
0.0248729	0.0163463	0.00861941	0.0103142	0.0209384	0.0111305	0.00672574	0.00250825	0.0172253	0.0103204	0.00577979	0.00189175	0.0179361	0.0100369	0.00536193	0.00204715
0.0263097	0.0132357	0.00719656	0.00377203	0.0208603	0.0133214	0.00625328	0.00262933	0.0183357	0.0108487	0.00564329	0.0017583	0.016115	0.00975741	0.00478846	0.00202957
0.0214354	0.0144049	0.00780407	0.0029862	0.0185918	0.0126928	0.00670293	0.00274285	0.0171996	0.0124823	0.00495417	0.00199134	0.0167538	0.00924821	0.0056906	0.00190353
0.0250994	0.012543	0.00736826	0.00423936	0.0204081	0.0132549	0.00718787	0.00236374	0.0179886	0.00995038	0.0052307	0.00199468	0.0171598	0.0108158	0.0054682	0.0020089
0.0244372	0.015227	0.00894028	0.00370683	0.0201152	0.0116518	0.00557287	0.00291634	0.0180199	0.0091857	0.00560389	0.00205214	0.0166648	0.0100299	0.00566177	0.00159968
