missing.prop	h2g	h2g.se	h2gxe	h2gxe.se
0.0	0.25730331	0.015379811321791304	0.10154776799999998	0.022206963848900554
0.05	0.24558137	0.014675518287716453	0.09691639599999999	0.022680981319682447
0.1	0.2332303	0.014946614152710303	0.09131390000000002	0.02155459909474542
0.2	0.20853172999999997	0.01566420395606173	0.08220515999999996	0.022077892523658143
0.4	0.16094686	0.013178129564562642	0.063777044	0.018824585330616556
